folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao,real,predict
event_20250402_173754_467058ed,6,motion_detected/event_20250402_173754_467058ed/0001_53862_20250301_082830_frame_20250402_173754_000126.jpg,53862,2025-03-01 08:28:30,"Local interno, possível entrada de prédio ou corredor com escada. Horário de madrugada (05:32h), iluminação artificial está presente e funcional.",Nenhum visível durante toda a sequência.,"Nenhum comportamento suspeito ou sinais de risco detectados (porta de vidro na base da escada permanece fechada, sem movimentações próximas visíveis).",Camera 04.,"**Não**, local permanece estático, sem atividades ou indícios de risco visíveis.",False,False
event_20250408_154828_79d7aceb,2,motion_detected/event_20250408_154828_79d7aceb/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"Externo, dia. Imagens de câmera de segurança em uma passarela sobre uma linha férrea ou via expressa. A visibilidade é boa.","Duas pessoas (aparentemente jovens) presentes na passarela. Há movimentação entre os frames, indicando que estão se deslocando.","De acordo com o texto da transmissão (""ROCKS THROWN FROM OVERPASS"") e o contexto, essas pessoas são suspeitas de jogar pedras de um viaduto, representando risco grave para pedestres, veículos ou trens embaixo. Isso coloca vidas em perigo e é um possível ato criminoso.",Não visível nas imagens. Trecho exibido pelo noticiário da WTHR (canal 13).,"**Sim**, comportamento altamente perigoso (ato de jogar pedras de um viaduto), podendo causar acidentes ou ferimentos graves.",True,True
event_20250408_154827_6620de67,4,motion_detected/event_20250408_154827_6620de67/0000_sit_20250408_154827_frame.jpg,sit,2025-04-08 15:48:27,"Interno, ambiente diurno dentro um veículo (possivelmente táxi ou carro de aplicativo), com boa iluminação natural.","Um homem adulto, sentado no banco traseiro do veículo, utilizando cinto de segurança. Ele realiza movimentos com a mão no rosto (coçando ou limpando o rosto, possivelmente pensativo).","Nenhum comportamento suspeito ou sinal de risco aparente. O passageiro permanece sentado, com postura calma e não há tentativa de interação com o motorista ou manuseio de objetos suspeitos.","ID: 004, visível no canto superior direito.","**Não**, não há indícios de risco ou comportamentos suspeitos nesta sequência.",True,False
event_20250402_150531_3b752641,9,motion_detected/event_20250402_150531_3b752641/0001_40424_20250221_185342_frame_20250402_150531_000008.jpg,40424,2025-02-21 18:53:42,"Externo, dia, área cercada por vegetação, junto a uma escada com portão gradeado.","Um indivíduo visível nos dois primeiros frames, caminhando da esquerda para a direita em direção ao portão, depois saindo do campo de visão. Nenhum veículo presente.","O portão parece ter sido deixado parcialmente aberto, o que pode indicar falha no fechamento automático ou possível acesso não autorizado iminente. Contudo, não há ação claramente suspeita ou forçagem visível pelo indivíduo que aparece.",Câmera 03.,"**Sim**, devido à porta visivelmente aberta e ausência de controle de acesso aparente, o que pode facilitar entradas não autorizadas.",False,True
event_20250408_154828_3dd50747,3,motion_detected/event_20250408_154828_3dd50747/0000_stand_20250408_154828_frame.jpg,stand,2025-04-08 15:48:28,"Externo, dia, corredor estreito ao lado de um edifício, bem iluminado.",Uma pessoa (aparentemente feminina) sai do banco traseiro de um carro prata estacionado. Três carros estacionados e uma motocicleta aparecem na cena. Não há movimentação dos veículos.,Nenhum comportamento suspeito visível. A pessoa parece estar apenas saindo do veículo normalmente.,CH02 (visível no canto inferior esquerdo).,"**Não**, trata-se de uma situação aparentemente cotidiana, sem sinais de risco.",False,False
event_20250403_115120_668de0a1,17,motion_detected/event_20250403_115120_668de0a1/0001_16312_20250307_134155_frame_20250403_115120_000048.jpg,16312,2025-03-07 13:41:55,"Ambiente interno, escritório, bem iluminado com luz natural e artificial. Horário diurno (10:42 da manhã).","Há pelo menos três pessoas visíveis no local. Uma pessoa se movimenta de fora da baia (área ao fundo) para dentro da estação de trabalho (cubículo em primeiro plano) e começa a operar o computador e lidar com objetos sobre a mesa. Outras duas pessoas estão sentadas em suas mesas de trabalho no fundo direito, aparentemente concentradas em atividades normais de escritório.","Nenhum comportamento suspeito ou anormal identificado. A movimentação da pessoa parece natural e sem sinais de tentativa de acesso não autorizado. Não há indícios de violência, arrombamento ou situações de risco visível.",Escritório.,"**Não**, as atividades são típicas de um ambiente de trabalho durante o expediente, com interações normais entre os colaboradores.",False,False
event_20250408_154829_826e1905,4,motion_detected/event_20250408_154829_826e1905/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Externo, noite, calçada em frente a estabelecimento (possivelmente bar ou casa de shows, com letreiro “Hardcore/Punk/Rockabilly”). Iluminação razoável.","Múltiplas pessoas na cena (mais de 10 visíveis), dois seguranças com uniforme intervêm para conter um grupo em altercação física. Indivíduos em segundo plano observam, enquanto outros passam na frente.","Conflito físico evidente entre frequentadores, com tentativa de contenção por seguranças. Golpes são trocados, e possível resistência à contenção indica tensão crescente. Agressão explícita.","Não identificado diretamente, mas possivelmente relacionado ao letreiro visível (Gutterpunk).","**Sim**, há confronto físico ativo com necessidade de intervenção de segurança. Potencial para escalada de violência.",True,True
event_20250408_154828_138fb57f,3,motion_detected/event_20250408_154828_138fb57f/0000_fall_20250408_154828_frame.jpg,fall,2025-04-08 15:48:28,"Externo, dia, entrada de uma residência decorada. Iluminação natural com apoio de iluminação de parede acesa.","1 pessoa visível, aparenta ser entregador, saindo de um caminhão identificado como FedEx e carregando pacotes até a porta da casa.","Não há comportamentos suspeitos. Em uma das imagens, o indivíduo aparenta escorregar ou cair na escada enquanto carrega as caixas, o que representa um risco de acidente, mas não de segurança.",Ring.com (provavelmente câmera de campainha inteligente).,"**Não**, não há indícios de comportamento criminoso ou invasão; trata-se de uma entrega normal com incidente acidental de queda.",True,False
event_20250402_134640_5c3ec297,11,motion_detected/event_20250402_134640_5c3ec297/0001_6888_20250219_153816_frame_20250402_134640_000031.jpg,6888,2025-02-19 15:38:16,"Interno, elevador, boa iluminação (provavelmente durante o dia).","1 pessoa (homem calvo, de camiseta branca), dentro do elevador, utilizando o celular. A pessoa entra no elevador nos primeiros frames e permanece utilizando o celular ao longo da sequência, aparentemente sem ações suspeitas.","Nenhum comportamento incomum ou suspeito detectado. A pessoa não tenta forçar o painel, portas, ou acessar áreas restritas.",Camera 96.,"**Não**, comportamento totalmente normal, sem indícios de risco à segurança.",False,False
event_20250402_141414_61adc9a9,6,motion_detected/event_20250402_141414_61adc9a9/0001_6887_20250219_153816_frame_20250402_141414_000009.jpg,6887,2025-02-19 15:38:16,"Interno, área de corredor de edifício, dia, iluminação adequada.",Um veículo aparece parado muito próximo à porta de vidro de acesso interno; nenhuma pessoa visível nos quadros.,"O veículo está em uma posição incomum e suspeita — encostado quase dentro da área interna do prédio, situação que sugere uma possível tentativa de invasão, arrombamento ou ataque. Não é comum veículos acessarem essa área. A porta de vidro parece aberta, o que pode indicar acesso indevido.",Camera 05.,"**Sim**, presença de veículo em área interna indevida e potencial brecha de segurança.",False,True
event_20250403_110227_40dfdb1b,13,motion_detected/event_20250403_110227_40dfdb1b/0001_6984_20250307_101724_frame_20250403_110227_000016.jpg,6984,2025-03-07 10:17:24,"Externo, dia, área de estacionamento pavimentada próxima à via pública com boa iluminação natural.","Um indivíduo está sentado sob um guarda-sol do lado esquerdo do quadro durante toda a sequência. Há tráfego contínuo de veículos na via pública, com pelo menos cinco carros diferentes passando da esquerda para a direita.","Nenhum comportamento suspeito, violento ou anormal detectado. O indivíduo permanece sentado e imóvel, aparentemente apenas observando ou mexendo em um dispositivo. Nenhum veículo apresentou manobras incomuns. Não há sinais de arrombamento ou acessos indevidos.",Camera 01.,"**Não**, a cena mostra apenas o tráfego regular e uma pessoa em situação normal.",False,False
event_20250408_154828_a4352938,2,motion_detected/event_20250408_154828_a4352938/0000_stand_20250408_154828_frame.jpg,stand,2025-04-08 15:48:28,"Externo, noite, rua urbana com iluminação pública suficiente para visibilidade.","Três indivíduos visíveis. Dois estão próximos a uma motocicleta, um sentado ou caído no chão e outro de pé; um terceiro se aproxima.","Um indivíduo está no chão, podendo indicar agressão, queda ou situação de emergência. O cenário sugere possível assalto ou confronto físico, especialmente com a interação próxima à motocicleta em posição incomum.",TITANVORTEX.,"**Sim**, há potencial de violência física ou ação criminosa (ex. assalto), dada a presença de pessoa caída e abordagem direta em ambiente urbano à noite.",False,True
event_20250408_154828_fabdce01,3,motion_detected/event_20250408_154828_fabdce01/0000_stand_20250408_154828_frame.jpg,stand,2025-04-08 15:48:28,"Interno, ambiente fechado semelhante a um quarto hospitalar ou de residência assistida, iluminação fraca, mas suficiente para ver os elementos da cena.","Três pessoas visíveis: duas em pé (parecem cuidadoras ou profissionais de saúde) e uma deitada em uma cama hospitalar (possivelmente paciente). Uma das pessoas em pé realiza gestos com o braço apontando, enquanto a outra parece dialogar ou reagir.","Não há sinais evidentes de violência, agressão física ou arrombamento, mas a linguagem corporal e postura da mulher à esquerda (de pé) pode indicar tensão ou comportamento agressivo (gestos com o braço e inclinação corporal em direção à cama). A situação requer atenção por possível ameaça verbal/intimidação ao paciente.",Nenhum visível.,"**Sim**, potencial risco comportamental — linguagem corporal de uma das pessoas pode indicar possível intimidação ou tratamento inadequado ao paciente. Recomendado verificar conduta e contexto.",False,True
event_20250403_110306_2a4c2741,12,motion_detected/event_20250403_110306_2a4c2741/0001_6984_20250307_101724_frame_20250403_110306_000054.jpg,6984,2025-03-07 10:17:24,"Externo, fim de tarde ou início da manhã (baseado na iluminação natural com luz artificial ainda presente). Estacionamento com vagas demarcadas ao lado de uma via urbana.",Diversos veículos (carros e uma van branca) transitam pela via. Dois pedestres aparecem nos últimos segundos da sequência e atravessam a rua.,"Nenhum comportamento suspeito observado. Trânsito fluindo normalmente, pedestres atravessam em segurança. Nenhum acesso incomum à área do estacionamento.",Camera 01.,"**Não**, não há indícios de risco ou comportamento suspeito na sequência.",False,False
event_20250402_150847_2875d9f1,6,motion_detected/event_20250402_150847_2875d9f1/0001_40428_20250221_185342_frame_20250402_150847_000004.jpg,40428,2025-02-21 18:53:42,"Externo, dia, calçada em área urbana com boa iluminação natural.","Duas pessoas visíveis (uma se deslocando na calçada e a outra perto do carro branco estacionado), estacionados três veículos próximos (vermelho, branco e preto).","Um indivíduo interage com a porta do carro branco por alguns segundos, sugerindo possibilidade de tentativa de arrombamento ou acesso não autorizado. A movimentação é furtiva e localizada apenas nesse veículo.",Camera 07.,"**Sim**, há forte indício de tentativa de acesso indevido a um veículo estacionado, o que pode indicar furto ou violação de propriedade.",False,True
event_20250402_150644_65cf02b1,9,motion_detected/event_20250402_150644_65cf02b1/0001_40426_20250221_185342_frame_20250402_150640_000009.jpg,40426,2025-02-21 18:53:42,"Externo, dia, entrada com portão, vegetação lateral, calçada urbana visível nas imagens finais.","Um indivíduo (camiseta cinza e mochila) interage com o sistema eletrônico do portão e entra no local. Depois, imagens mostram um carro estacionado e uma motocicleta passando na rua.","O indivíduo parece utilizar um sistema de controle de acesso com cartão, indicando entrada autorizada — não há sinais de arrombamento ou comportamento suspeito durante seu acesso. Nenhum comportamento de risco evidente na sequência urbana nas imagens finais.",Camera 05 e Camera 06.,"**Não**, acesso aparentemente autorizado e ausência de comportamentos suspeitos ou de invasão.",False,False
event_20250402_153052_8400b28d,11,motion_detected/event_20250402_153052_8400b28d/0001_10785_20250228_101013_frame_20250402_153052_000063.jpg,10785,2025-02-28 10:10:13,"Externo, manhã (07:12), área cercada ao ar livre com pavimentação e vegetação visível ao fundo. Iluminação natural razoável.",Nenhum identificado nas imagens disponíveis.,"Diversos cortes de vídeo e falhas intermitentes indicando possível sabotagem ou falha técnica. Essas interrupções constantes podem representar risco se forem intencionais para encobrir ações indevidas. Nenhum sinal visível de invasão, porém a instabilidade da câmera é preocupante.",Camera 16.,"**Sim**, a perda intermitente de sinal pode indicar tentativa de sabotagem ou falha crítica no monitoramento, o que compromete a segurança da área.",False,True
event_20250402_154239_6901bc0d,7,motion_detected/event_20250402_154239_6901bc0d/0001_10782_20250228_101013_frame_20250402_154239_000133.jpg,10782,2025-02-28 10:10:13,"Externo, dia, via urbana com boa iluminação natural.","Um motociclista aparece inicialmente na pista, andando normalmente; posteriormente, uma pessoa a pé caminha pela calçada à esquerda da via.",Nenhum comportamento suspeito ou fora do comum é observado. Trânsito e circulação de pedestres normais.,Camera 13.,"**Não**, nenhuma ação anormal ou suspeita detectada. Circulação usual de veículos e pedestres.",False,False
event_20250408_154827_489da73b,3,motion_detected/event_20250408_154827_489da73b/0000_sit_20250408_154827_frame.jpg,sit,2025-04-08 15:48:27,"Interno, sala de recepção durante o dia, boa iluminação.","Presença de duas pessoas visíveis — um adulto em pé e uma criança. O adulto parece inicialmente observar a criança, que subitamente começa a engasgar ou demonstrar sinais de sufocamento. No terceiro frame, o adulto realiza a manobra de Heimlich (compressões abdominais) para tentar desobstruir as vias aéreas da criança.","Situação médica urgente. A criança parece estar engasgada e foi rapidamente socorrida pelo adulto, que demonstrou ação apropriada em primeiros socorros.",Broward Sheriff's Office.,"**Sim**, risco médico grave (sufocamento infantil), ação rápida e adequada do adulto foi essencial para mitigar o risco.",True,True
event_20250408_154827_df4d752d,5,motion_detected/event_20250408_154827_df4d752d/0000_walk_20250408_154827_frame.jpg,walk,2025-04-08 15:48:27,"Ambiente externo coberto, durante o dia; área parece ser uma varanda ou quintal de residência com boa iluminação natural.","Um indivíduo presente, movimentando-se ao redor de uma mesa coberta. Ele aparenta estar carregando uma mochila nas costas e manuseando ou examinando objetos na mesa.","O comportamento é suspeito: o indivíduo está sozinho, parece agir furtivamente e observa o ambiente ao redor. Não há sinais de arrombamento visíveis, mas o horário (madrugada - 5:12 da manhã) é incomum para atividades normais no local, o que reforça a suspeita de possível invasão ou ação indevida.",camera2.,"**Sim**, presença de indivíduo em horário incomum, comportamento sugestivo de ação furtiva, possível acesso não autorizado a área residencial.",True,True
event_20250403_110122_9008d0c2,6,motion_detected/event_20250403_110122_9008d0c2/0001_6987_20250307_101724_frame_20250403_110122_000108.jpg,6987,2025-03-07 10:17:24,"Interno, durante o dia, ambiente de escritório com boa iluminação natural e artificial.","Duas pessoas presentes. Uma está sentada atrás da mesa (aparentemente trabalhando no computador), outra sentada à frente, em posição de visitante, conversando.","Nenhum comportamento suspeito ou incomum observado. Interação parece normal e pacífica entre as duas pessoas. Nenhum indício de arrombamento, violação ou acesso indevido.",Camera: D4.,"**Não**, sem indícios de comportamento de risco ou situação suspeita nas imagens mostradas.",False,False
event_20250403_101317_ac64b50b,14,motion_detected/event_20250403_101317_ac64b50b/0001_17201_20250307_002851_frame_20250403_101317_000129.jpg,17201,2025-03-07 00:28:51,"Externo, noite, com iluminação artificial localizada (provavelmente luz de segurança).","Um veículo se aproxima pela via externa da cerca, reduz a velocidade e permanece no local por alguns segundos antes de se afastar. Nenhuma pessoa visível fora do veículo.","O comportamento do veículo é atípico — reduz velocidade e permanece na frente da área monitorada, sugerindo possível reconhecimento do local ou sondagem. Não há violação clara, mas o padrão de movimentação pode indicar suspeita.","Frente,L,E","**Sim**, o comportamento do veículo é suspeito devido à parada prolongada em área externa de acesso restrito, podendo indicar sondagem para futura ação indevida.",False,True
event_20250403_111720_8438ede2,13,motion_detected/event_20250403_111720_8438ede2/0001_6990_20250307_101724_frame_20250403_111720_000111.jpg,6990,2025-03-07 10:17:24,"Interno, ambiente comercial (possivelmente recepção ou sala de espera), bem iluminado, horário noturno conforme timestamp.","2 pessoas presentes. Uma está sentada, aparentemente ocupada com algo em mãos; a outra pessoa está de pé e interage com a pessoa sentada ao longo da sequência.","Não há sinais de violência, invasão ou comportamento anormal. A interação entre os dois indivíduos parece calma e contínua—sem indícios de coação ou conflito. Ambos parecem estar em ambiente autorizado.",Camera 07.,"**Não**, não há indícios de comportamento suspeito ou situação de risco na sequência apresentada.",False,False
event_20250408_154828_0ef99938,9,motion_detected/event_20250408_154828_0ef99938/0000_stand_20250408_154828_frame.jpg,stand,2025-04-08 15:48:28,"Interno, noite, loja de conveniência ou pequeno mercado, iluminação artificial clara.","Uma pessoa visível durante toda a sequência, se movimentando próximo à entrada da loja.","A pessoa parece tentar abrir repetidamente a porta de entrada da loja, olhando para os lados e fazendo força, aparentemente sem sucesso. Não está claro se há arrombamento, mas o comportamento é insistente e incomum para uma tentativa de saída típica; pode indicar intenção de forçar a porta ou testar acesso não autorizado.",CAM 3.,"**Sim**, há comportamento suspeito com tentativa aparente de forçar a porta, o que pode indicar risco de tentativa de invasão ou acesso não autorizado.",False,True
event_20250402_135631_93a32206,11,motion_detected/event_20250402_135631_93a32206/0001_6895_20250219_153816_frame_20250402_135623_000080.jpg,6895,2025-02-19 15:38:16,"Interno, garagem/corredor de estacionamento coberto, dia, iluminação natural intensa nos fundos (saída).",Um carro (SUV prata) saindo lentamente da garagem; não há pessoas visíveis fora do veículo nem outras presenças ao longo da sequência.,Nenhum comportamento suspeito ou indicativo de risco observado; movimentação normal de saída de veículo pela garagem.,Camera 13.,"**Não**, cenário mostra movimentação comum de veículo saindo da garagem sem nenhuma irregularidade ou sinal de ameaça.",False,False
event_20250403_115050_7683df45,19,motion_detected/event_20250403_115050_7683df45/0001_16312_20250307_134155_frame_20250403_115049_000017.jpg,16312,2025-03-07 13:41:55,"Interno, escritório corporativo, ambiente bem iluminado durante o dia.","Pelo menos três pessoas em atividades normais de escritório. Uma funcionária transita pelo local, indo até a área de brinquedos no canto superior esquerdo e interagindo brevemente com algo ali, depois retorna à sua estação de trabalho.","Nenhum sinal de arrombamento, comportamento suspeito, violência ou acesso não autorizado. A sequência sugere apenas movimentações normais em ambiente laboral.",Escritorio.,"**Não**, nenhuma conduta anormal ou risco aparente nas ações observadas.",False,False
event_20250403_092133_a41a7e4e,15,motion_detected/event_20250403_092133_a41a7e4e/0001_55406_20250302_230353_frame_20250403_092127_000111.jpg,55406,2025-03-02 23:03:53,"Externo, à noite, iluminação urbana adequada. Área urbana em frente a um prédio residencial.","Circulação constante de pedestres (mínimo 6 diferentes), incluindo dois casais e pessoas sozinhas, todos caminhando normalmente pela calçada. Trânsito com fluxo leve de veículos em ambas as direções – carros passam em baixa velocidade.","Nenhuma atitude suspeita ou incomum observada. Nenhuma tentativa de acesso forçado, violência ou comportamento agressivo. Portão visível permanece fechado e sem sinal de violação.",Camera 01.,"**Não**, trata-se de circulação urbana típica e comportamento normal de pedestres e veículos.",False,False
event_20250403_092148_f7aec939,20,motion_detected/event_20250403_092148_f7aec939/0001_55406_20250302_230353_frame_20250403_092148_000132.jpg,55406,2025-03-02 23:03:53,"Externo, noite, via urbana bem iluminada em frente ao portão de um edifício.","Inicialmente, duas pessoas caminham na calçada e uma terceira passa de bicicleta carregando uma mochila grande (possível entregador). A bicicleta atravessa para o outro lado da rua. Ao longo da sequência, pedestres transitam normalmente, e há fluxo moderado de veículos (carros de passeio).","Nenhum comportamento suspeito, agressivo ou anormal identificado. Nenhum sinal de arrombamento nem tentativa de acesso indevido ao portão visível. A movimentação de todos os envolvidos aparenta normalidade.",Camera 01.,"**Não**, movimentação normal de pedestres e veículos, sem indícios de risco ou comportamento suspeito.",False,False
event_20250408_154826_f4c9cc24,3,motion_detected/event_20250408_154826_f4c9cc24/0000_kick_20250408_154826_frame.jpg,kick,2025-04-08 15:48:26,"Externo, noite, área urbana provavelmente com bares ou locais de lazer ao redor; iluminação razoável das ruas.","Entre 7 a 8 pessoas visíveis, com foco em quatro indivíduos no primeiro plano — dois ao chão sendo aparentemente agredidos ou contidos, outros dois em pé interagindo com eles. Mais pessoas observam ao fundo.","Indícios de agressão física entre indivíduos. Dois estão no chão em situação possivelmente de imobilização ou após confronto, no mínimo um parece estar sendo atacado por outros dois em pé. Pode haver violência em curso, há movimentação brusca e posturas corporais agressivas.",Market Place.,"**Sim**, devido à ocorrência evidente de confronto físico/agressão em via pública, com múltiplos envolvidos, podendo escalar ou causar ferimentos. Risco claro à segurança.",True,True
event_20250403_091558_f5332a23,14,motion_detected/event_20250403_091558_f5332a23/0001_55408_20250302_230353_frame_20250403_091558_000102.jpg,55408,2025-03-02 23:03:53,"Externo, noite, iluminação pública ativa em via urbana.","Um veículo escuro visível nos frames 0001 a 0007, trafegando pela rua; posteriormente substituído por um veículo claro nos frames 0005 a 0006, ambos em movimento contínuo. Nenhuma pessoa visível.",Nenhum comportamento incomum ou suspeito observado; veículos apenas transitam normalmente. Portão de acesso fechado durante toda a sequência.,Camera 03.,"**Não**, apenas trânsito normal de veículos, sem sinais de ameaça ou anormalidade.",False,False
event_20250408_154828_da5febad,4,motion_detected/event_20250408_154828_da5febad/0000_run_20250408_154828_frame.jpg,run,2025-04-08 15:48:28,"Externo, noite, área de entrada iluminada com piso de pedra e colunas. Veículo azul estacionado, presença de móveis virados ou caídos.",Três pessoas visíveis na sequência. Uma pessoa corre para o fundo (provavelmente saindo do local). As outras duas aparecem inicialmente afastadas da cena principal e caminham em direção à outra extremidade. Um carro está estacionado e permanece imóvel durante os frames.,"Móveis caídos ou derrubados no local indicam possível tumulto anterior ou movimentação brusca. Uma pessoa claramente foge do ambiente, sugerindo situação de ameaça ou confusão. Movimento não usual para um ambiente residencial calmo.",CAM 2.,"**Sim**, há evidências de comportamento de fuga e cenário desorganizado (móveis tombados), indicando possível ocorrência de violência ou ameaça recente.",True,True
event_20250403_113741_80c81944,146,motion_detected/event_20250403_113741_80c81944/0001_7645_20250307_134155_frame_20250403_113736_000011.jpg,7645,2025-03-07 13:41:55,"Externo, dia, ambiente residencial com boa iluminação natural. Local parece ser uma entrada lateral ou garagem de residência.",Nenhuma pessoa ou veículo visível em toda a sequência.,Nenhum comportamento suspeito. O ambiente permanece estático com folhas se movimentando ao vento. Portões e portas aparentam estar fechados e sem sinais de arrombamento.,Portao entrada.,"**Não**, cenário está estático e seguro, sem presença humana ou movimentações suspeitas.",False,False
event_20250408_154826_2c927806,4,motion_detected/event_20250408_154826_2c927806/0000_kick_20250408_154826_frame.jpg,kick,2025-04-08 15:48:26,"Externo, noite, iluminação artificial presente (possivelmente de um estabelecimento comercial ou noturno).","Entre 7 a 8 pessoas na calçada. Um indivíduo (de branco) aparece tentando forçar a entrada ou interagir agressivamente com a porta principal do prédio. Os outros observam, alguns se aproximam, mas não interferem diretamente. Não há veículos em movimento visíveis.",O indivíduo à frente da porta apresenta comportamento agressivo ou forçado (aparente tentativa de arrombamento ou entrada não permitida). A aglomeração incomum sugere possível confusão ou início de incidente.,CLARENCE PLACE (visível no canto inferior esquerdo).,"**Sim**, tentativa evidente de acesso potencialmente indevido ao edifício, com possível tensão crescente entre o grupo e ausência de intervenção policial visível.",True,True
event_20250402_134602_e110db14,16,motion_detected/event_20250402_134602_e110db14/0001_6884_20250219_153904_frame_20250402_134602_000020.jpg,6884,2025-02-19 15:39:04,"Início externo (calçada), dia, boa iluminação natural; sequência segue para interior de elevador (ambiente interno, bem iluminado).","Dois indivíduos caminham juntos na rua e depois entram no elevador. Um deles entra primeiro carregando objetos (possivelmente ferramentas ou itens domésticos), o segundo entra logo em seguida com outros objetos.","Nenhum comportamento suspeito evidente. A entrada no prédio e no elevador parece ocorrer de maneira tranquila e sem sinais de tentativa de invasão. Ambos carregam objetos, o que pode indicar mudança, manutenção, ou apenas transporte cotidiano.",N/A,**Não**. A entrada ocorre de forma ordenada e não há indícios de comportamento anormal ou acesso forçado.,False,False
event_20250408_154829_f8cfe6ef,4,motion_detected/event_20250408_154829_f8cfe6ef/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Interno, sala de reunião, bem iluminada, provavelmente durante o dia.","Entre 8 a 9 pessoas visíveis. No início, aparentavam estar em uma reunião. Ao longo da sequência: desorganização e movimento repentino de várias pessoas em direção à parte de trás da sala, com alguns tentando conter ou intervir fisicamente com alguém.","Um dos indivíduos está possivelmente agredindo outra pessoa ou agindo com violência — várias outras pessoas parecem tentar segurá-lo ou contê-lo. Há comoção, corpos inclinados e postura agressiva. A situação aparenta ser de confronto físico com risco de agressão.",Não visível.,"**Sim**, há forte indicativo de comportamento violento ou tentativa de agressão física exigindo intervenção dos demais.",True,True
event_20250403_103119_7b8360f5,6,motion_detected/event_20250403_103119_7b8360f5/0001_17205_20250307_002852_frame_20250403_103119_000110.jpg,17205,2025-03-07 00:28:52,"Externo, noite, área tipo galpão ou depósito a céu aberto, com iluminação artificial.","Pelo menos quatro pessoas visíveis ao longo da sequência. Uma pessoa se desloca da parte inferior direita para o centro das imagens, enquanto outras parecem já estar na área, aparentemente vasculhando ou manipulando objetos empilhados.","Atividade não claramente identificável como trabalho regular, dada a hora (21h17min), o ambiente com muitos materiais empilhados e o comportamento de movimentação entre objetos. Nenhum uniforme visível nem sinal aparente de supervisão ou trabalho oficial. Pode se tratar de tentativa de furto ou acesso não autorizado a materiais.",L.D. Fundos.,"**Sim**, há presença de indivíduos em horário noturno em área industrial/de armazenagem, movimentando objetos de forma possivelmente não autorizada.",False,True
event_20250408_154828_26a4cad8,7,motion_detected/event_20250408_154828_26a4cad8/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"Externo, noite, iluminação artificial suficiente para visibilidade. Área parece ser entrada ou lateral de um estabelecimento, com cadeiras e objetos espalhados.","Múltiplos indivíduos (cerca de 10 visíveis), com alguns em ação direta e outros assistindo ao fundo. Dois homens armados (com bastão ou objeto similar) se aproximam do grupo, um deles agride outro indivíduo.","Agressão física evidente. Uma pessoa agride outra repetidamente com objeto. Correria e tentativa de fuga também indicam situação de violência. Comportamento hostil, presença de arma branca (possivelmente bastões).",Camera 03.,"**Sim**, há ocorrência de violência física pública com uso de objetos como armas, colocando várias pessoas em risco imediato.",True,True
event_20250403_101212_7acf6727,11,motion_detected/event_20250403_101212_7acf6727/0001_17201_20250307_002851_frame_20250403_101212_000064.jpg,17201,2025-03-07 00:28:51,"Externo, à noite, em frente a uma área cercada com iluminação adequada por holofotes.","Um veículo se aproxima pela via externa, desacelera e para próximo da entrada. Após alguns segundos, ele se afasta e sai do campo de visão. Não há presença de pessoas visível fora do veículo.","O comportamento do veículo, que para brevemente em frente ao portão de uma área restrita/cercada durante a noite, levanta suspeita. Não houve ações visivelmente ilícitas, mas a observação do local pode indicar possível vigilância ou reconhecimento para futura tentativa de acesso.","Frente, L, E","**Sim**, comportamento do veículo ao parar brevemente em frente a uma área protegida à noite é suspeito e pode sugerir intenção de reconhecimento para futuras ações indevidas ou invasão.",False,True
event_20250402_152957_dcbadaac,6,motion_detected/event_20250402_152957_dcbadaac/0001_10785_20250228_101013_frame_20250402_152957_000010.jpg,10785,2025-02-28 10:10:13,"Sem visão — imagens da câmera mostram aviso ""NO VIDEO"", indicando ausência de sinal.",Nenhum.,Impossível avaliar devido à ausência de imagem.,Camera 16.,"**Sim**, ausência de vídeo pode indicar falha técnica ou sabotagem da vigilância, o que representa risco potencial à segurança.",False,True
event_20250402_152728_27cf3018,7,motion_detected/event_20250402_152728_27cf3018/0001_10784_20250228_101013_frame_20250402_152728_000022.jpg,10784,2025-02-28 10:10:13,"Interno, hall de entrada ou corredor de edifício residencial ou comercial, durante o dia, bem iluminado.","Um indivíduo é visto nos primeiros segundos da sequência. Ele aparece interagindo com uma porta (possivelmente de um apartamento ou sala) e entra no local rapidamente, carregando uma sacola.","Nenhum comportamento suspeito evidente. A entrada parece ser feita com facilidade, sem sinais de arrombamento. Não há movimentação suspeita nos frames posteriores à entrada.",Camera 15.,"**Não**, trata-se de entrada aparentemente autorizada e tranquila, sem indícios de acesso forçado ou comportamento incomum.",False,False
