folder_name,image_count,first_image,cam_id,event_datetime,contexto,pessoas,comportamentos,label,avaliacao,scenario_type,real,predict
event_20250408_154826_2c927806,4,motion_detected/event_20250408_154826_2c927806/0000_kick_20250408_154826_frame.jpg,kick,2025-04-08 15:48:26,"Ambiente externo, iluminação noturna com auxílio de luzes de prédios, calçada em frente a um estabelecimento.","Aproximadamente quatro pessoas visíveis, sem veículos nas proximidades. Pessoas se aproximam e observam um prédio.",Permanência em frente ao imóvel e possível tentativa de entrar no local; a ação pode ser suspeita devido à observação próxima da entrada.,"CCTV, data e hora visíveis.","**Sim**, presença prolongada e interação com a entrada em horário noturno, podendo indicar comportamento suspeito.",camera_analyzer_prompt_external_street,True,True
event_20250410_145304_6ba77bed,1,motion_detected/event_20250410_145304_6ba77bed/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,Ambiente interno com iluminação diurna. A imagem mostra uma recepção de clínica ou escritório.,Três pessoas presentes na área interna próxima à saída. Parecem estar interagindo.,"Presença de pessoas dentro de um ambiente fechado, sem comportamentos visivelmente suspeitos. Uma pessoa se aproxima da porta de saída.",#PRIMEIROJORNAL,"**Não**, pessoas presentes em ambiente esperado sem ações suspeitas aparentes.",camera_analyzer_prompt_external_street,True,False
event_20250402_134602_e110db14,16,motion_detected/event_20250402_134602_e110db14/0001_6884_20250219_153904_frame_20250402_134602_000020.jpg,6884,2025-02-19 15:39:04,"- Ambiente externo nas primeiras imagens, com cenas internas de um elevador nas subsequentes.
  - Cena durante o dia, boa iluminação natural nas imagens externas.
  - Local da cena: rua residencial, calçada, e dentro de um elevador.","- Inicialmente, duas pessoas caminhando na calçada. Depois, uma pessoa vista dentro de um elevador.","- Nenhum comportamento suspeito visível nas imagens. Pessoas caminham normalmente na calçada.
  - Dentro do elevador, a pessoa não demonstra comportamento incomum.","""Câmera 96"" visível nas imagens.","**Não**, nenhum comportamento ou ação associada a risco foi observada.",camera_analyzer_prompt_external_street,False,False
event_20250408_154829_f8cfe6ef,4,motion_detected/event_20250408_154829_f8cfe6ef/0000_struggle_20250408_154829_frame.jpg,struggle,2025-04-08 15:48:29,"Ambiente interno, possivelmente uma sala de reuniões durante o dia, com boa iluminação.","Aproximadamente sete pessoas estão presentes. Algumas pessoas estão em pé ao redor de uma mesa, enquanto outras parecem estar envolvidas em uma interação no canto da sala.","A interação no canto da sala pode sugerir uma situação de atenção, mas os detalhes não são claros o suficiente para identificar um comportamento de risco explícito.",Nenhum,"**Não**, não há evidências claras de comportamento de risco ou agressivo nas imagens.",camera_analyzer_prompt_external_street,True,False
event_20250403_103119_7b8360f5,6,motion_detected/event_20250403_103119_7b8360f5/0001_17205_20250307_002852_frame_20250403_103119_000110.jpg,17205,2025-03-07 00:28:52,"Área externa à noite, com iluminação artificial. Local aparenta ser um espaço de armazenagem ou área de serviço.",Aproximadamente uma pessoa visível nas imagens. Não há veículos detectados.,A pessoa não parece estar realizando ações suspeitas. Nenhum comportamento de risco evidente.,"""Intelbras"", ""L.D. Fundos""","**Não**, nenhuma atividade suspeita observada.",camera_analyzer_prompt_external_street,False,False
event_20250408_154828_26a4cad8,7,motion_detected/event_20250408_154828_26a4cad8/0000_throw_20250408_154828_frame.jpg,throw,2025-04-08 15:48:28,"Ambiente externo à noite, iluminação de segurança presente. Local parece ser uma área próxima a uma rua ou fachada com alguma movimentação social.","Aproximadamente duas pessoas em foco imediato, com outras ao fundo. Nenhum veículo visível diretamente interagindo com a cena principal.","As pessoas identificadas parecem estar em movimento rápido, possivelmente indicando uma situação de conflito ou tentativa de evasão. A postura e a dinâmica podem sugerir uma situação de agitação ou confronto.","Presença de texto ""Camera 09"" e data/hora na parte superior do vídeo.","**Sim**, dada a movimentação rápida e possivelmente agressiva das pessoas, sugerindo uma situação de risco potencial ou de emergência em andamento.",camera_analyzer_prompt_external_street,True,True
event_20250410_145303_b6a2f2cd,9,motion_detected/event_20250410_145303_b6a2f2cd/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente interno, iluminação noturna por câmera de segurança, aparentemente um corredor ou depósito com armários.","Duas pessoas, uma delas mexendo nos armários, aparentam estar em busca de objetos de valor.","Forçam armários, retirando objetos de maneira acelerada, possível intenção de furto.",#JornalDaRecord,"**Sim**, comportamentos indicam tentativa de furto.",camera_analyzer_prompt_external_street,True,True
event_20250403_101212_7acf6727,11,motion_detected/event_20250403_101212_7acf6727/0001_17201_20250307_002851_frame_20250403_101212_000064.jpg,17201,2025-03-07 00:28:51,"Ambiente externo à noite com iluminação artificial. Local parece ser a entrada de uma propriedade, na calçada ou estacionamento frontal.",Presença de um carro que passa ao longo da rua.,"O carro passa e não parece realizar ações suspeitas, como parar ou reduzir a velocidade de forma suspeita.","""Frente,L,E"" e a marca d'água na parte superior.","**Não**, não há sinais objetivos de comportamento de risco observado nas imagens.",camera_analyzer_prompt_external_street,False,False
event_20250410_145301_0031b418,31,motion_detected/event_20250410_145301_0031b418/0000_burglary_20250410_145301_frame.jpg,burglary,2025-04-10 14:53:01,"Ambiente externo privado, à noite com iluminação de segurança. A área é um alpendre de casa com vista para um jardim.","Uma pessoa visível em repetidas imagens, interagindo com uma janela.","A pessoa parece estar tentando abrir a janela ou removendo itens através dela, o que sugere uma ação potencialmente suspeita ou de delito.","Intelbras, GAZ.","**Sim**, a atividade sugere possível tentativa de invasão ou furto, com manipulação da janela de forma suspeita.",camera_analyzer_prompt_external_street,True,True
event_20250402_152957_dcbadaac,6,motion_detected/event_20250402_152957_dcbadaac/0001_10785_20250228_101013_frame_20250402_152957_000010.jpg,10785,2025-02-28 10:10:13,Sem informação devido à falta de vídeo.,Não identificado.,Não identificado.,"""NO VIDEO""","**Não**, não há dados disponíveis para análise.",camera_analyzer_prompt_external_street,False,False
event_20250402_152728_27cf3018,7,motion_detected/event_20250402_152728_27cf3018/0001_10784_20250228_101013_frame_20250402_152728_000022.jpg,10784,2025-02-28 10:10:13,Área interna com vista para um corredor lateral. Iluminação artificial. Área interna de um prédio ou casa próxima a uma saída.,"Uma pessoa visível nas imagens iniciais, próxima à saída. A pessoa interage com a parede ou porta, aparenta estar saindo de dentro para fora.",Nenhum comportamento suspeito observado. A pessoa apenas parece estar saindo do local.,"Visível data e hora, ""Camera 15"".","**Não**, a ação observada parece ser rotineira e não indica risco.",camera_analyzer_prompt_external_street,False,False
event_20250408_154827_b5baa4eb,3,motion_detected/event_20250408_154827_b5baa4eb/0000_sit_20250408_154827_frame.jpg,sit,2025-04-08 15:48:27,"Ambiente interno, provavelmente uma sala de espera. A iluminação parece ser artificial, indicando que pode ser dia ou noite.","Aproximadamente 13 pessoas estão presentes. Algumas estão sentadas, outras em pé. As pessoas em pé parecem estar interagindo ou conversando com as sentadas.","Não há sinais aparentes de comportamento de risco, como agressão ou manipulação suspeita de objetos.",Nenhum,"**Não**, não há comportamentos ou ações que indiquem risco à segurança.",camera_analyzer_prompt_external_street,True,False
event_20250403_091718_718f1e23,16,motion_detected/event_20250403_091718_718f1e23/0001_55407_20250302_230353_frame_20250403_091718_000024.jpg,55407,2025-03-02 23:03:53,Ambiente interno com vista para área externa privada; período noturno com iluminação urbana; área visualizada parece ser a entrada de um pátio ou jardim com portão frontal.,"Inicialmente, não há pessoas. Posteriormente, uma pessoa é detectada próxima ao portão.",A pessoa parece estar caminhando na calçada e se aproxima do portão. Não há indicação de tentativa de acesso à propriedade.,"""Camera 02"", ""03-02-2025"", ""Mon"", ""29:03:xx"" (tempo), e código de data e hora.","**Não**, pois a pessoa apenas passa pelo local sem demonstrar comportamento suspeito ou tentativa de acesso.",camera_analyzer_prompt_external_street,False,False
event_20250402_135601_2503371e,12,motion_detected/event_20250402_135601_2503371e/0001_6895_20250219_153816_frame_20250402_135601_000059.jpg,6895,2025-02-19 15:38:16,"Ambiente interno semelhante a uma garagem ou estacionamento, com vista para uma área externa. A iluminação indica que é dia, e a área visualizada parece ser um local de passagem ou acesso restrito.","Uma pessoa foi vista nas imagens iniciais, se movendo próximo a uma grade, mas depois não apareceu mais nos frames seguintes.","A pessoa foi vista próxima a uma porta com grade, mas não há indicação clara de tentativas de invasão ou ações suspeitas nas imagens disponíveis.","Data e hora visíveis, câmera 13.","**Não**, não há evidências suficientes de comportamento arriscado ou suspeito nos frames disponíveis.",camera_analyzer_prompt_external_street,False,False
event_20250410_145301_bd360024,26,motion_detected/event_20250410_145301_bd360024/0000_car-break-in_20250410_145301_frame.jpg,car-break-in,2025-04-10 14:53:01,"Garagem interna, iluminação boa, visível à noite.","Uma pessoa, várias ações em direção a um veículo SUV.","Indivíduo tentando abrir o veículo de forma suspeita, possivelmente com intenção de furto, segurando um objeto vermelho removido do carro.","""Channel6"" e ""385K/s 2023-03-18 04:04:03"" visíveis.","**Sim**, comportamento claramente suspeito e indicativo de tentativa de arrombamento ou furto de veículo.",camera_analyzer_prompt_external_street,True,True
event_20250402_142408_54015820,11,motion_detected/event_20250402_142408_54015820/0001_6884_20250219_153816_frame_20250402_142408_000019.jpg,6884,2025-02-19 15:38:16,"- Ambiente externo, dia, iluminado.
  - Localização: Rua residencial.","- Aproximadamente duas pessoas visíveis.
  - Um carro estacionado.","- Indivíduos caminham normalmente pela calçada.
  - Não há sinais de comportamento suspeito (como tentar abrir portões ou olhar fixamente para a propriedade).","- ""Camera 02""","- **Não**, não há justificativa para risco baseado nas ações observadas.",camera_analyzer_prompt_external_street,False,False
event_20250408_154826_3040ec46,7,motion_detected/event_20250408_154826_3040ec46/0000_kick_20250408_154826_frame.jpg,kick,2025-04-08 15:48:26,"Cena externa durante o dia, com boa iluminação. Localizado próximo à entrada de um imóvel, possivelmente uma varanda ou calçada.","Duas pessoas são visíveis. Uma delas está próxima à porta, enquanto a outra está mais distante, próximo à calçada.","A pessoa mais próxima da porta parece estar engajando em ações que podem sugerir tentativa de entrada, como movimentos repetidos em direção à porta. A outra pessoa observa de uma distância segura, o que pode indicar um comportamento coordenado.","Presença de texto na imagem (""Copyright"").","**Sim**, o comportamento da pessoa mais próxima à porta é suspeito, aliado ao fato de haver uma segunda pessoa observando a uma distância que sugere coordenação.",camera_analyzer_prompt_external_street,True,True
event_20250408_154829_ce92d2ad,4,motion_detected/event_20250408_154829_ce92d2ad/0000_sneak_20250408_154829_frame.jpg,sneak,2025-04-08 15:48:29,Cena externa em um posto de gasolina durante a noite; iluminação artificial presente.,"- Vários carros estacionados próximos à loja.
  - Um carro está com a porta aberta, e uma pessoa está perto dele, parecendo estar agachada.
  - Outra pessoa está próxima à loja, movendo-se em direção à entrada.","- Veículo com a porta aberta e uma pessoa agachada pode indicar tentativa de furto ou manipulação de veículos.
  - Movimentação rápida de uma pessoa em direção à entrada pode ser suspeita.","CAM 11, data visível 2018-09-12.","**Sim**, existem comportamentos suspeitos como a presença da pessoa agachada próxima ao veículo com a porta aberta e movimentação rápida de outra pessoa, o que pode indicar atividades ilícitas ou preparações para tal.",camera_analyzer_prompt_external_street,True,True
event_20250410_145303_905c170e,10,motion_detected/event_20250410_145303_905c170e/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente interno, iluminação de loja, tipo do local é um comércio (mercado).","Aproximadamente 8 pessoas presentes. Notam-se duas pessoas com capuzes na área do caixa, uma delas atingindo a registradora. Ambientes com clientes e funcionários visíveis.","Pessoas com capuzes realizando ações que indicam roubo, como gestos agressivos e forçando a abertura do caixa. Clientes e funcionários parecem estar sob pressão ou intimidados.","Existem marcas d'água no canto superior direito e esquerdo indicando data, hora e possivelmente o nome da loja.","**Sim**, ações claras de roubo em andamento, presença de múltiplos indivíduos com comportamento suspeito, capuzes cobrindo rostos e possível intimidação.",camera_analyzer_prompt_external_street,True,True
event_20250403_115742_98c6dcb5,23,motion_detected/event_20250403_115742_98c6dcb5/0001_7639_20250307_134155_frame_20250403_115726_000099.jpg,7639,2025-03-07 13:41:55,"Ambiente externo durante o dia, com boa iluminação. A cena ocorre em uma rua residencial com calçada e veículos estacionados.","Aproximadamente dois a três carros visíveis em diferentes momentos, estacionados ou em movimento. Em uma parte da sequência, uma motocicleta pode ser vista passando pela rua.","Não há comportamentos claramente suspeitos ou associados a risco identificados. Os carros estão apenas passando ou estacionados, sem permanência prolongada ou ações suspeitas. A motocicleta apenas passa pela rua sem reduzir a velocidade ou parar.","Presença de um rótulo ""Intelbras"" e a data/hora no canto superior.","**Não**, não há justificativa para classificar a cena como de risco. Não foram observados comportamentos suspeitos.",camera_analyzer_prompt_external_street,False,False
event_20250403_111740_d2e012b2,7,motion_detected/event_20250403_111740_d2e012b2/0001_6990_20250307_101724_frame_20250403_111736_000127.jpg,6990,2025-03-07 10:17:24,"Ambiente interno, bem iluminado, similar a uma sala de espera ou recepção.",Aproximadamente duas pessoas estão visíveis em algumas imagens.,"Nenhum comportamento de risco notado. As pessoas parecem estar interagindo de maneira normal, sem sinais de ações suspeitas ou apressadas.","""Cam02_07""","**Não**, não há atividade suspeita ou risco aparente na cena observada.",camera_analyzer_prompt_external_street,False,False
event_20250408_154829_a5034a90,3,motion_detected/event_20250408_154829_a5034a90/0000_run_20250408_154829_frame.jpg,run,2025-04-08 15:48:29,"Ambiente externo, durante o dia, em uma rua residencial.",Três pessoas próximas a um carro branco estacionado na rua.,As pessoas parecem estar correndo e olhando continuamente em direção ao veículo.,"""NC"", ""news24 video""","**Sim**, pela presença de pessoas correndo e observando um veículo, o que pode indicar situação de risco.",camera_analyzer_prompt_external_street,True,True
event_20250402_173700_99de4379,6,motion_detected/event_20250402_173700_99de4379/0001_53862_20250301_082830_frame_20250402_173659_000073.jpg,53862,2025-03-01 08:28:30,"Ambiente interno com visão para um corredor lateral externo. A iluminação parece ser noturna, com pouca luz ambiente.",Nenhuma pessoa ou veículo visível nas imagens.,"Nenhum comportamento de risco observado, pois não há movimentação ou presença de pessoas na área.","Hora/Data e ""Camera 04"" visíveis.","**Não**, nenhum risco aparente devido à ausência de pessoas ou atividades suspeitas.",camera_analyzer_prompt_external_street,False,False
event_20250402_140508_b3297f10,7,motion_detected/event_20250402_140508_b3297f10/0001_6896_20250219_153816_frame_20250402_140502_000093.jpg,6896,2025-02-19 15:38:16,"Ambiente interno, com vista para uma garagem ou área de estacionamento. Iluminação diurna com presença de luz natural.",Nenhuma pessoa ou veículo presente nas imagens.,Nenhum comportamento de risco aparente observado. O portão está fechado e não há tentativas de acesso visíveis.,"""Camera 14""","**Não**, nenhuma atividade suspeita ou comportamento que indique risco foi detectado.",camera_analyzer_prompt_external_street,False,False
event_20250403_102756_6e6690ad,6,motion_detected/event_20250403_102756_6e6690ad/0001_17204_20250307_002852_frame_20250403_102756_000065.jpg,17204,2025-03-07 00:28:52,"Ambiente externo, à noite. Iluminação parece ser fornecida por luz artificial, possivelmente uma câmera de segurança com visão noturna. A cena se passa em uma área de calçada próxima a uma rua.",Não há pessoas ou veículos visíveis nas imagens além de um hidrante detectado em uma das imagens.,"Nenhum comportamento de risco identificado, pois não há presença de pessoas ou veículos exibindo comportamentos suspeitos.","""FRENTE L.D"" e marca d'água ""Intelbras"" visíveis.","**Não**, não há sinais objetivos de risco nas imagens apresentadas.",camera_analyzer_prompt_external_street,False,False
event_20250408_154827_5840dcfb,4,motion_detected/event_20250408_154827_5840dcfb/0000_sit_20250408_154827_frame.jpg,sit,2025-04-08 15:48:27,"Ambiente interno com um cofre ou armário na parede. Boa iluminação, provavelmente durante o dia. Parece ser uma pequena sala de segurança ou área de acesso restrito.","Três pessoas presentes. Um indivíduo em pé inicialmente, outro sentado em uma cadeira, e o terceiro agachado no final da sequência.","- O indivíduo em pé parece estar intimidando ou ameaçando o outro que está sentado.
  - O terceiro indivíduo se afasta posteriormente e um dos outros parece assustado ou intimidado.
  - Ações mostram tensão e possível coação.",Nenhum,"**Sim**, possível situação de ameaça ou coação entre os indivíduos, levantando preocupação sobre segurança pessoal.",camera_analyzer_prompt_external_street,True,True
event_20250410_145302_bc2a40d7,10,motion_detected/event_20250410_145302_bc2a40d7/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,"Ambiente externo durante o dia. A cena se passa em frente ao portão de uma propriedade, junto à calçada de uma rua residencial.","- Uma pessoa foi detectada próxima ao portão.
  - Presença de um veículo parado próximo ao portão.","- A pessoa está próxima ao portão e interage com ele.
  - Não há sinais claros de tentativa de forçar a entrada, mas a proximidade ao portão pode indicar vigilância ou intenção de abrir o portão.","Texto visível na imagem identificável: ""SPAGORA""","**Sim**, devido à aproximação ao portão sem ação clara de entrada e a presença de veículo parado.",camera_analyzer_prompt_external_street,True,True
event_20250410_145302_678f96dc,0,,,,N/A,N/A,N/A,N/A,N/A,camera_analyzer_prompt_external_street,False,False
event_20250410_145304_5df71c7c,11,motion_detected/event_20250410_145304_5df71c7c/0000_break-in_20250410_145304_frame.jpg,break-in,2025-04-10 14:53:04,"Ambiente externo à noite, com iluminação artificial na rua. A cena se passa em frente a um estabelecimento comercial com a fachada visível.",Aproximadamente duas pessoas visíveis próximas à entrada do estabelecimento.,"As pessoas presentes estão próximas à entrada, possivelmente manipulando a entrada do estabelecimento, permanecem paradas e direcionadas à mesma área por um período prolongado.","""Elétrico e Hidráulico"" com número de telefone visível.","**Sim**, comportamento das pessoas é suspeito devido à concentração prolongada e aparente tentativa de manipulação na entrada do estabelecimento à noite.",camera_analyzer_prompt_external_street,True,True
event_20250410_145302_ce327081,10,motion_detected/event_20250410_145302_ce327081/0000_robbery_20250410_145302_frame.jpg,robbery,2025-04-10 14:53:02,"Ambiente interno com vista para uma área externa privada, como um estacionamento. Iluminação artificial, indicando que é provável que seja noite.","Há várias pessoas no local, algumas próximas a mesas, outras se movimentando rapidamente. Há dois carros visíveis estacionados.","Pessoas levantando rapidamente de suas cadeiras e algumas correndo, possivelmente em fuga ou conflito. Indica comportamento de risco claro.",Marcação de data e hora no canto superior esquerdo.,"**Sim**, devido ao movimento repentino das pessoas, que pode indicar uma ameaça ou situação perigosa.",camera_analyzer_prompt_external_street,True,True
event_20250403_091449_291c9e77,10,motion_detected/event_20250403_091449_291c9e77/0001_55408_20250302_230353_frame_20250403_091449_000034.jpg,55408,2025-03-02 23:03:53,"Ambiente interno com vista para área externa privada. As imagens são noturnas, bem iluminadas por luz artificial. A área visualizada parece ser uma entrada com cobertura, dando acesso à rua através de um portão.",Não há pessoas visíveis. Apenas um carro em movimento na rua ao fundo.,Nenhum comportamento de risco visível. O carro na rua não interage com a área monitorada.,"""Camera 03"", ""03-02-2025 Mon 23:08:22""","**Não**, não há ações suspeitas ou atividades de risco observadas.",camera_analyzer_prompt_external_street,False,False
event_20250402_150013_48010d5c,11,motion_detected/event_20250402_150013_48010d5c/0001_8986_20250221_093219_frame_20250402_150013_000010.jpg,8986,2025-02-21 09:32:19,- Ambiente interno (imagens 1-5) com pouca iluminação; parece um depósito ou garagem. Mudança para externo (imagens 6-11) com boa iluminação natural. Tipo do local varia entre armazenamento interno e pátio externo.,- Nenhuma pessoa ou veículo detectado em ambas as sequências de imagens.,- Não há comportamentos de risco visíveis. As câmeras apresentam reinicialização (imagens 3-4 mostram tela de reinício).,"- Imagens 1-5 apresentam texto de versão de hardware/software; ""HIKVISION"" em imagem 4. Imagens 6-11 não possuem texto adicional além da data/hora e indicação de câmera.","- **Não**, a ausência de pessoas ou atividades indica nenhum risco aparente no momento.",camera_analyzer_prompt_external_street,False,False
event_20250402_140749_066ae6aa,17,motion_detected/event_20250402_140749_066ae6aa/0001_6883_20250219_153816_frame_20250402_140749_000048.jpg,6883,2025-02-19 15:38:16,"Rua residencial, durante o dia, com boa iluminação.","- Um carro branco com um ocupante que sai do veículo e reentra após um curto período.
  - Uma bicicleta passa pela rua.",Sem sinais objetivos de risco.,"Data e hora visíveis no canto superior esquerdo, ""Camera 01"" no canto inferior direito.","**Não**, o comportamento observado não sugere risco.",camera_analyzer_prompt_external_street,False,False
event_20250402_173805_511a00be,6,motion_detected/event_20250402_173805_511a00be/0001_53862_20250301_082830_frame_20250402_173801_000133.jpg,53862,2025-03-01 08:28:30,"Ambiente interno com vista para um corredor lateral. É noite, com iluminação artificial suficiente para visibilidade.",Nenhuma pessoa detectada.,"Nenhum comportamento suspeito visível, nenhuma interação ou presença incomum observada.","""Camera 04"" e data/hora visíveis na imagem.","**Não**, nenhuma atividade ou presença suspeita detectada nas imagens.",camera_analyzer_prompt_external_street,False,False
event_20250402_150548_d33720ea,9,motion_detected/event_20250402_150548_d33720ea/0001_40425_20250221_185342_frame_20250402_150548_000004.jpg,40425,2025-02-21 18:53:42,"Ambiente interno com vista para uma área externa privada. A imagem foi capturada durante o dia, com boa iluminação. A área visualizada parece ser um quintal ou corredor lateral com escadas.","Uma pessoa foi detectada na primeira imagem. Nas imagens seguintes, não há pessoas visíveis.",A presença de uma pessoa próxima às escadas em uma área que parece ser privada pode indicar um risco se essa presença for incomum para o local ou horário.,"Camera 04, data e hora no canto superior esquerdo.","**Sim**, a avaliação de risco é média. A presença de uma pessoa em uma área que pode ser restrita ou privada pode ser um comportamento suspeito, dependendo do contexto local.",camera_analyzer_prompt_external_street,False,True
event_20250410_145304_ec9c81a1,11,motion_detected/event_20250410_145304_ec9c81a1/0000_climbing-wall_20250410_145304_frame.jpg,climbing-wall,2025-04-10 14:53:04,"Ambiente externo, noturno com iluminação adequada, portão de entrada de prédio residencial.","Vários veículos estacionados, uma motocicleta na rua. Duas pessoas na calçada próximas ao portão.",A motocicleta aparece parada próximo ao portão com pessoas aparentemente aguardando. Não há ações agressivas ou tentativas de acesso ao imóvel visíveis. A cena não indica comportamento direto de risco além da presença prolongada.,"""Intelbras"" visível.","**Não**, os comportamentos detectados não apresentam sinais diretos de risco imediato, mas a presença e movimentação da motocicleta merecem atenção.",camera_analyzer_prompt_external_street,True,False
event_20250408_154828_93f6f29a,2,motion_detected/event_20250408_154828_93f6f29a/0000_gun_20250408_154828_frame.jpg,gun,2025-04-08 15:48:28,"Área de recepção interna, iluminação suficiente para visibilidade.",Três pessoas visíveis; duas na área de recepção e uma atrás do balcão.,"Uma pessoa está conforme a detecção aponta, em posição ameaçadora, possivelmente simulando estar armada e confrontando as outras pessoas, que exibem sinais de rendição.",Nenhum.,"**Sim**, devido à presença de um comportamento ameaçador, possivelmente simulando uso de arma.",camera_analyzer_prompt_external_street,True,True
event_20250403_091655_aab5dcac,13,motion_detected/event_20250403_091655_aab5dcac/0001_55407_20250302_230353_frame_20250403_091655_000002.jpg,55407,2025-03-02 23:03:53,"Ambiente externo à noite, iluminação pública presente. Cena em uma rua residencial com calçada e portão de entrada visíveis.","Presença de várias pessoas na calçada, uma pessoa andando em direção ao portão. Pelo menos um carro passando na rua em vários frames.","Não há comportamentos suspeitos visíveis, como tentativa de forçagem de entrada ou permanência prolongada em frente ao imóvel.","""Câmera 02"" e data/hora visíveis no canto superior.","**Não**, não há sinais de risco aparente baseados nas observações dos comportamentos.",camera_analyzer_prompt_external_street,False,False
event_20250410_145303_53f4d622,5,motion_detected/event_20250410_145303_53f4d622/0000_robbery_20250410_145303_frame.jpg,robbery,2025-04-10 14:53:03,"Ambiente interno, provavelmente uma sala ou escritório pequeno. Iluminação artificial evidenciada pelas sombras e claridade nos móveis.","Aproximadamente duas pessoas presentes, uma delas agachada próximo ao chão, outra manipulando algo na mesa.","Ações não claramente visíveis devido à posição das pessoas, mas a postura agachada e movimentação sugerem possível tentativa de abrir gavetas ou manipular objetos de forma disfarçada.",Brasília 21°C,"**Sim**, devido à postura e contexto de manipulação/abertura de gavetas que podem indicar comportamento suspeito em relação a segurança do local.",camera_analyzer_prompt_external_street,True,True
event_20250402_170453_c09018c0,12,motion_detected/event_20250402_170453_c09018c0/0001_4992_20250228_161321_frame_20250402_170453_000026.jpg,4992,2025-02-28 16:13:21,"Ambiente interno com vista para uma área externa privada, possivelmente um jardim ou quintal lateral. As imagens são captadas durante o dia com boa iluminação.",Nenhuma pessoa ou veículo visível nas imagens analisadas.,Nenhum comportamento suspeito ou sinal de risco visível nas imagens fornecidas.,Texto visível na parte superior indicando data e hora.,"**Não**, considerando que não há presença de pessoas nem comportamentos suspeitos nas imagens analisadas.",camera_analyzer_prompt_external_street,False,False
event_20250405_210823_c277677b,28,motion_detected/event_20250405_210823_c277677b/0001_videoplayback_frame_20250405_210822_000002.jpg,videoplayback,,"Dia claro, iluminação natural boa. Rua residencial com várias casas visíveis, carros estacionados nas calçadas.","Aproximadamente 10 carros, um caminhão e um pedestre. Um carro preto passa lentamente. Nada suspeito nos veículos estacionados. Uma pessoa sai de um carro, mas não apresenta comportamento suspeito.","Nenhum comportamento de risco observável, como permanência prolongada ou manipulação de entradas.",Nenhum,"**Não**, não foram observados comportamentos que indiquem risco à segurança.",camera_analyzer_prompt_external_street,True,False
event_20250408_154827_fa7d2be8,2,motion_detected/event_20250408_154827_fa7d2be8/0000_throw_20250408_154827_frame.jpg,throw,2025-04-08 15:48:27,"Ambiente externo privado visto por uma câmera interna, dia, iluminação clara, mostrando um quintal cercado.","Uma pessoa avistada no muro, aparentemente tentando subir ou descer.",A presença da pessoa no muro sugere movimentação não autorizada ou tentativa de invadir o espaço privado.,Cam 03,"**Sim**, a ação de escalar o muro é suspeita e representa um risco potencial.",camera_analyzer_prompt_external_street,True,True
event_20250408_154826_2a63d2a6,3,motion_detected/event_20250408_154826_2a63d2a6/0000_lying_down_20250408_154826_frame.jpg,lying,,"Ambiente externo durante o dia, com boa iluminação. Local é um estacionamento frontal.","Uma pessoa visível, deitada no chão ao lado de um carro azul com a porta aberta. Parece estar mexendo debaixo do veículo.","A posição da pessoa e a ação de se colocar debaixo do carro podem indicar manutenção ou reparo, mas não há sinais claros de atividade suspeita.","""FAIL ARMY""","**Não**, não há comportamentos objetivos associados a risco de segurança.",camera_analyzer_prompt_external_street,True,False
event_20250403_091957_b1140755,6,motion_detected/event_20250403_091957_b1140755/0001_55406_20250302_230353_frame_20250403_091957_000024.jpg,55406,2025-03-02 23:03:53,"Ambiente externo, à noite, com iluminação pública. Local na frente de um edifício residencial, incluindo rua e calçada.",- Aproximadamente 1 pessoa e 3 carros visíveis ao longo da sequência.,"- Uma pessoa é vista caminhando ao longo da calçada. Não há sinais claros de risco como olhar repetido para o imóvel ou tentativas de manipulação de portões.
  - Os veículos estão estacionados ou em movimento regular e não demonstram comportamentos suspeitos (como redução de velocidade visível ou repetição de passagem).","""Camera 01""","**Não**, os comportamentos observados não indicam risco significativo.",camera_analyzer_prompt_external_street,False,False
event_20250403_101142_7b6e80c2,8,motion_detected/event_20250403_101142_7b6e80c2/0001_17201_20250307_002851_frame_20250403_101142_000035.jpg,17201,2025-03-07 00:28:51,Ambiente externo durante a noite com iluminação baixa. A cena ocorre em uma rua residencial com calçada visível e portão à vista.,"Um veículo passa pela rua rapidamente, visível em apenas um dos frames.","Nenhum comportamento de risco foi observado, pois o veículo apenas trafega rapidamente pela rua sem sinais de hesitação ou observação.","Frente,L,E","**Não**, não há sinais objetivos de comportamento suspeito ou ameaça à segurança.",camera_analyzer_prompt_external_street,False,False
event_20250403_091629_66f321a3,8,motion_detected/event_20250403_091629_66f321a3/0001_55408_20250302_230353_frame_20250403_091629_000132.jpg,55408,2025-03-02 23:03:53,"Ambiente interno com vista para área externa privada. Aparente visão de um portão e a rua ao fundo. As imagens são noturnas, com iluminação adequada.",Não há pessoas visíveis. Apenas um veículo passa pela rua nos primeiros frames.,Nenhum comportamento suspeito observado. O veículo passa pela rua sem interação com a propriedade.,"Data e hora no canto superior esquerdo e ""Camera 03"" no canto inferior direito.","**Não**, não há ações suspeitas ou indícios de risco à segurança.",camera_analyzer_prompt_external_street,False,False
